[Header];;;;;;;
"IEMFileVersion,4";;;;;;;
"Investigator Name,CM";;;;;;;
"Experiment Name,sc5TCRetProt_sourisx8_pbEmulsion";;;;;;;
"Date,3/4/2026";;;;;;;
"Workflow,GenerateFASTQ";;;;;;;
"Application,FASTQ Only";;;;;;;
"Assay,Nextera";;;;;;;
"Description,scVDJ";;;;;;;
"Chemistry,Amplicon";;;;;;;
;;;;;;;
[Reads];;;;;;;
28;;;;;;;
90;;;;;;;
;;;;;;;
[Settings];;;;;;;
"ReverseComplement,0";;;;;;;
;;;;;;;
[Data];;;;;;;
"Species,Sample_ID,Sample_Name,index10X";;;;;;;
"Mouse,LN_KO_IG_VDJ,LN_KO_IG_VDJ,SI-TT-A6";;;;;;;
"Mouse,LN_KO_IG_prot,LN_KO_IG_prot,SI-TN-A1";;;;;;;
"Mouse,LN_KO_IG_GEX,LN_KO_IG_GEX,SI-TT-F12";;;;;;;
"Mouse,LN_KO_BIT_VDJ,LN_KO_BIT_VDJ,SI-TT-B6";;;;;;;
"Mouse,LN_KO_BIT_prot,LN_KO_BIT_prot,SI-TN-B1";;;;;;;
"Mouse,LN_KO_BIT_GEX,LN_KO_BIT_GEX,SI-TT-G12";;;;;;;
"Mouse,LN_WT_IG_VDJ,LN_WT_IG_VDJ,SI-TT-C6";;;;;;;
"Mouse,LN_WT_IG_prot,LN_WT_IG_prot,SI-TN-C1";;;;;;;
"Mouse,LN_WT_IG_GEX,LN_WT_IG_GEX,SI-TT-A2";;;;;;;
"Mouse,LN_WT_BIT_VDJ,LN_WT_BIT_VDJ,SI-TT-D6";;;;;;;
"Mouse,LN_WT_BIT_prot,LN_WT_BIT_prot,SI-TN-D1";;;;;;;
"Mouse,LN_WT_BIT_GEX,LN_WT_BIT_GEX,SI-TT-B2";;;;;;;
"Mouse,T_KO_IG_VDJ,T_KO_IG_VDJ,SI-TT-E6";;;;;;;
"Mouse,T_KO_IG_prot,T_KO_IG_prot,SI-TN-E1";;;;;;;
"Mouse,T_KO_IG_GEX,T_KO_IG_GEX,SI-TT-C2";;;;;;;
"Mouse,T_KO_BIT_VDJ,T_KO_BIT_VDJ,SI-TT-F6";;;;;;;
"Mouse,T_KO_BIT_prot,T_KO_BIT_prot,SI-TN-F1";;;;;;;
"Mouse,T_KO_BIT_GEX,T_KO_BIT_GEX,SI-TT-D2";;;;;;;
"Mouse,T_WT_IG_VDJ,T_WT_IG_VDJ,SI-TT-G6";;;;;;;
"Mouse,T_WT_IG_prot,T_WT_IG_prot,SI-TN-G1";;;;;;;
"Mouse,T_WT_IG_GEX,T_WT_IG_GEX,SI-TT-E2";;;;;;;
"Mouse,T_WT_BIT_VDJ,T_WT_BIT_VDJ,SI-TT-H6";;;;;;;
"Mouse,T_WT_BIT_prot,T_WT_BIT_prot,SI-TN-H1";;;;;;;
"Mouse,T_WT_BIT_GEX,T_WT_BIT_GEX,SI-TT-F2";;;;;;;
